Time/Date,Tickers,Headlines
"Jan 12, 2023 14:15:38", $GOOGL ,Traders debate valuation for GOOGL into quarter-end
2023-06-22 11:10:08, $LYFT ,Traders debate valuation for LYFT into quarter-end
2024-11-21 16:08:00,$ MSFT $MSFT,MSFT active in premarket as volume spikes
2023-07-09T09:29:15, $UBER ,Funds trim exposure to UBER after sector read-across
2024-09-16 06:34:20,aapl ,
2024-07-26 09:09:18,$ AAPL $AAPL,"""Analysts weigh in on AAPL ahead of macro data"""
05/31/2023 02:55 PM,amzn ,Traders debate valuation for AMZN into quarter-end
2023/11/06 13:57:37, $ABNB ,ABNB sees block trade interest — sources
09/07/2023 02:44 PM,$ ABNB $ABNB,Funds trim exposure to ABNB after sector read-across
2024-05-20 15:36:45,$ LYFT $LYFT,Funds trim exposure to LYFT after sector read-across
11/28/2023 06:28 AM, $MSFT ,MSFT active in premarket as volume spikes
2024/09/21 06:23:08,$MSFT,MSFT sees block trade interest — sources
2023/12/05 14:51:01,$LYFT,LYFT active in premarket as volume spikes
2023-04-06T06:49:09,$ ABNB $ABNB,ABNB options implied volatility elevated
2024-02-18T16:56:12, $ABNB ,"""ABNB active in premarket as volume spikes"""
2024-04-16 09:24:45, $LYFT ,"LYFT options implied volatility elevated
( wire )"
"Jun 03, 2023 13:54:10",$LYFT / $CRM,LYFT options implied volatility elevated
"Apr 25, 2023 15:31:32",$ZZTOP,Analysts weigh in on MSFT ahead of macro data
2023-01-09 15:36:15, $MSFT ,  MSFT sees block trade interest — sources  
2023-05-10 06:28:57,crm ,CRM sees block trade interest — sources
29-Dec-2023 09:23, $AAPL ,"Sector rotation lifts AAPL in late trade
( wire )"
2023-06-03T06:44:49, $MSFT ,MSFT sees block trade interest — sources
12/16/2024 01:48 PM, $AMZN ,Analysts weigh in on AMZN ahead of macro data
2023-04-28 10:29:02,$LYFT / $META,LYFT options implied volatility elevated
25-Feb-2024 15:56, $ABNB ,"""ABNB active in premarket as volume spikes"""
2024-11-11 10:06:37, $LYFT ,LYFT sees block trade interest — sources
11-Jan-2024 09:10,uber ,Analysts weigh in on UBER ahead of macro data
"Apr 12, 2023 10:58:00", $AAPL ,Traders debate valuation for AAPL into quarter-end
2024-04-19 08:54:29, $AAPL ,Traders debate valuation for AAPL into quarter-end
01/27/2024 09:45 AM,$CRM,
"Jan 05, 2024 14:16:02", $GOOGL ,
2024-04-25T10:06:32,$GOOGL,  GOOGL options implied volatility elevated  
2023-08-30T12:20:54,$ UBER $UBER,Sector rotation lifts UBER in late trade
2024-05-05 07:44:27, $GOOGL ,"""GOOGL sees block trade interest — sources"""
2023/06/07 11:19:26, $GOOGL ,GOOGL active in premarket as volume spikes
2024-02-03 11:13:07,$ AAPL $AAPL,AAPL options implied volatility elevated
2024-11-04T14:31:42, $LYFT ,LYFT moves on headline cross-asset flows
2024-01-06 07:31:37,$CRM / $META,Traders debate valuation for CRM into quarter-end
2023-07-10 12:51:51,googl ,Traders debate valuation for GOOGL into quarter-end
10/08/2023 01:56 PM,$ AMZN $AMZN,Sector rotation lifts AMZN in late trade
09/07/2024 07:50 AM, $UBER ,Sector rotation lifts UBER in late trade
2024-07-10 10:50:14,amzn ,Analysts weigh in on AMZN ahead of macro data
2023-01-06 06:37:55,MSFT,"""MSFT active in premarket as volume spikes"""
17-Jul-2023 12:46, $MSFT ,MSFT active in premarket as volume spikes
2025-02-21T06:13:26, $LYFT ,LYFT active in premarket as volume spikes
2023/05/19 07:27:38, $LYFT ,Sector rotation lifts LYFT in late trade
2024/05/30 06:16:01, $GOOGL ,GOOGL options implied volatility elevated
2020/05/01 10:00:00, $UBER ,UBER options implied volatility elevated
2023-02-06 15:18:09,$CRM / $ABNB,CRM active in premarket as volume spikes
2024-05-17 08:04:58, $GOOGL ,"""Sector rotation lifts GOOGL in late trade"""
"Mar 13, 2025 11:33:14",aapl ,AAPL options implied volatility elevated
02-Jun-2023 06:22, $AAPL ,
04-Apr-2024 15:32,$AAPL / $META,AAPL active in premarket as volume spikes
12/24/2024 09:26 AM,lyft ,"""LYFT sees block trade interest — sources"""
2023/10/08 08:16:45,ABNB,ABNB sees block trade interest — sources
2025/01/10 10:21:57, $LYFT ,Analysts weigh in on LYFT ahead of macro data
2023-10-19 09:37:51, $GOOGL ,Sector rotation lifts GOOGL in late trade
"May 28, 2024 15:58:30",$AMZN,AMZN active in premarket as volume spikes
"Aug 08, 2023 06:37:09",msft ,MSFT sees block trade interest — sources
2024-04-21 11:09:30,$LYFT / $LYFT,LYFT active in premarket as volume spikes
2024-10-31 09:30:46,AAPL,Traders debate valuation for AAPL into quarter-end
2023-08-19T08:16:32, $LYFT ,LYFT active in premarket as volume spikes
2024-12-26T16:59:25,$ UBER $UBER,UBER moves on headline cross-asset flows
"Aug 04, 2024 15:08:46",$AMZN,"""Analysts weigh in on AMZN ahead of macro data"""
27-Mar-2024 06:32,UBER,Analysts weigh in on UBER ahead of macro data
2025-03-07 10:34:14, $AAPL ,AAPL active in premarket as volume spikes
"Jun 14, 2023 10:05:11",$ LYFT $LYFT,Funds trim exposure to LYFT after sector read-across
02/01/2025 08:04 AM,LYFT,LYFT options implied volatility elevated
30-Jun-2024 07:49,$META / $GOOGL,Traders debate valuation for META into quarter-end
2024-10-03 14:59:41,$ AAPL $AAPL,Funds trim exposure to AAPL after sector read-across
2023-12-16T09:14:50, $ABNB ,Analysts weigh in on ABNB ahead of macro data
2024-04-08 10:43:50,$UBER / $ABNB,UBER sees block trade interest — sources
"Aug 31, 2024 14:24:29",$ ABNB $ABNB,ABNB active in premarket as volume spikes
2024-09-05 06:25:14,$UBER,Sector rotation lifts UBER in late trade
07-Nov-2024 07:53,$UBER,UBER sees block trade interest — sources
09/02/2024 06:11 AM,$UBER,Sector rotation lifts UBER in late trade
2025-03-20 14:59:58, $AMZN ,AMZN options implied volatility elevated
2023-01-09 06:17:31,$ CRM $CRM,Funds trim exposure to CRM after sector read-across
2023/12/28 06:16:46,$ META $META,META moves on headline cross-asset flows
2023-03-08 06:01:28, $CRM ,"Sector rotation lifts CRM in late trade
( wire )"
"Nov 12, 2024 07:41:02",$AAPL / $META,AAPL sees block trade interest — sources
"Nov 27, 2023 12:12:44", $LYFT ,Traders debate valuation for LYFT into quarter-end
05/04/2024 06:31 AM,$MSFT / $TSLA,MSFT options implied volatility elevated
2023-11-28T09:00:16, $LYFT ,LYFT moves on headline cross-asset flows
2023-01-18T10:40:28, $MSFT ,MSFT active in premarket as volume spikes
01/01/2023 12:05 PM, $MSFT ,Funds trim exposure to MSFT after sector read-across
2024-06-01 12:19:38,$CRM,Analysts weigh in on CRM ahead of macro data
2024-07-08 11:46:41,$ LYFT $LYFT,Analysts weigh in on LYFT ahead of macro data
"Dec 13, 2024 16:23:15",$AMZN / $GOOGL,AMZN moves on headline cross-asset flows
2024-07-15 14:46:34,abnb ,Sector rotation lifts ABNB in late trade
05/01/2020 10:00 AM, $CRM ,CRM moves on headline cross-asset flows
01-May-2020 10:00, $ABNB ,Sector rotation lifts ABNB in late trade
2024-06-18T16:08:15,$ LYFT $LYFT,LYFT active in premarket as volume spikes
12-Oct-2024 13:28,LYFT,Sector rotation lifts LYFT in late trade
08/22/2023 11:16 AM,GOOGL,GOOGL options implied volatility elevated
2025-02-27 15:10:06,$ZZTOP,Sector rotation lifts CRM in late trade
2023-06-12 14:49:03, $AAPL ,AAPL active in premarket as volume spikes
2024-08-12 14:35:37,$LYFT,LYFT active in premarket as volume spikes
2024-07-09 11:22:17,$ZZTOP,AAPL active in premarket as volume spikes
2024-08-30 07:38:38,GOOGL,GOOGL moves on headline cross-asset flows
2024-05-20 13:42:43,$ MSFT $MSFT,"""Funds trim exposure to MSFT after sector read-across"""
17-Jun-2023 10:19,$ TSLA $TSLA,"""TSLA active in premarket as volume spikes"""
2024-03-31 10:24:19, $TSLA ,"""TSLA active in premarket as volume spikes"""
08/01/2023 03:09 PM,abnb ,ABNB active in premarket as volume spikes
"May 23, 2024 14:02:01", $META ,META active in premarket as volume spikes
"Jul 23, 2024 15:27:35", $META ,META options implied volatility elevated
2023-11-24 12:15:07, $CRM ,Traders debate valuation for CRM into quarter-end
2023-07-04 16:13:26,$TSLA,Analysts weigh in on TSLA ahead of macro data
2025-01-25 14:41:49,$AAPL / $ABNB,AAPL moves on headline cross-asset flows
2023-11-23 07:03:54,$ABNB,Traders debate valuation for ABNB into quarter-end
27-Mar-2024 11:30,LYFT,LYFT sees block trade interest — sources
2023-12-26T16:54:32, $META ,Sector rotation lifts META in late trade
"Jul 14, 2024 12:44:22",lyft ,LYFT options implied volatility elevated
2024-05-19T07:20:28, $CRM ,CRM active in premarket as volume spikes
2024/12/18 08:12:54,aapl ,Funds trim exposure to AAPL after sector read-across
2023-10-06 07:23:40, $META ,META active in premarket as volume spikes
2023-10-11 09:32:30,$ AAPL $AAPL,AAPL options implied volatility elevated
2024-08-17T16:08:25, $TSLA ,TSLA moves on headline cross-asset flows
2023-03-14 14:02:13,UBER,Analysts weigh in on UBER ahead of macro data
2024-03-29 14:23:38, $AMZN ,Funds trim exposure to AMZN after sector read-across
2024-10-28 09:43:02,ABNB,ABNB moves on headline cross-asset flows
11/29/2023 09:33 AM, $CRM ,CRM active in premarket as volume spikes
2023-01-13T14:57:33, $TSLA ,Funds trim exposure to TSLA after sector read-across
2024/11/08 14:24:24,$ AAPL $AAPL,AAPL sees block trade interest — sources
07/27/2024 07:50 AM, $CRM ,CRM moves on headline cross-asset flows
2024/09/26 11:31:36, $AAPL ,AAPL moves on headline cross-asset flows
2024-07-30 13:09:24, $UBER ,UBER active in premarket as volume spikes
01-May-2020 10:00, $LYFT ,Sector rotation lifts LYFT in late trade
2023-05-20 13:53:22, $AMZN ,AMZN options implied volatility elevated
2023-09-30 08:09:22, $TSLA ,Analysts weigh in on TSLA ahead of macro data
2024-08-07T14:00:26,$ZZTOP,Sector rotation lifts GOOGL in late trade
16-Nov-2023 15:01,$ MSFT $MSFT,MSFT moves on headline cross-asset flows
2024-01-14 16:29:14,googl ,  Analysts weigh in on GOOGL ahead of macro data  
2024-08-28 07:42:24, $MSFT ,Sector rotation lifts MSFT in late trade
11-Mar-2025 13:59, $AAPL ,AAPL active in premarket as volume spikes
2023-05-31 14:53:38, $TSLA ,Funds trim exposure to TSLA after sector read-across
2024/11/13 16:43:04, $UBER ,UBER options implied volatility elevated
10/24/2024 11:45 AM,$CRM,CRM active in premarket as volume spikes
"Jul 30, 2023 16:18:35", $TSLA ,TSLA active in premarket as volume spikes
"May 15, 2023 09:47:16",$CRM,CRM moves on headline cross-asset flows
24-Dec-2024 06:20,$ ABNB $ABNB,Traders debate valuation for ABNB into quarter-end
2025-01-09 10:08:52, $MSFT ,Analysts weigh in on MSFT ahead of macro data
2023-12-10 07:53:17, $AAPL ,Traders debate valuation for AAPL into quarter-end
2023-06-05T16:41:52, $LYFT ,Funds trim exposure to LYFT after sector read-across
2023-02-14 10:42:04,TSLA,TSLA options implied volatility elevated
05/10/2024 07:30 AM, $GOOGL ,"GOOGL moves on headline cross-asset flows
( wire )"
2024-09-29 12:06:37, $LYFT ,
27-Sep-2024 16:43,$ UBER $UBER,"Traders debate valuation for UBER into quarter-end
( wire )"
2024-08-02 12:30:04, $AAPL ,Sector rotation lifts AAPL in late trade
2025-02-22T10:36:44,$ZZTOP,LYFT options implied volatility elevated
12-Feb-2023 15:45,LYFT,Sector rotation lifts LYFT in late trade
2023-03-24 15:25:10, $MSFT ,  MSFT options implied volatility elevated  
"Jul 12, 2023 15:39:45",CRM,Traders debate valuation for CRM into quarter-end
2023-05-12 16:44:12,$MSFT / $GOOGL,MSFT options implied volatility elevated
2023-11-22T15:40:01, $TSLA ,TSLA options implied volatility elevated
"Jul 09, 2023 07:48:54",$META / $META,Traders debate valuation for META into quarter-end
2024-07-09 06:12:43,$ZZTOP,Traders debate valuation for MSFT into quarter-end
2020-05-01T10:00:00,$ UBER $UBER,UBER moves on headline cross-asset flows
2024-01-06 15:54:18, $CRM ,Analysts weigh in on CRM ahead of macro data
29-Oct-2023 13:35, $UBER ,"""UBER sees block trade interest — sources"""
2023-04-04T15:47:39,$ TSLA $TSLA,TSLA sees block trade interest — sources
2024-05-13T14:31:09,$ZZTOP,Analysts weigh in on ABNB ahead of macro data
2024-05-08 10:13:43, $TSLA ,Sector rotation lifts TSLA in late trade
2023-07-11 13:35:03, $ABNB ,Sector rotation lifts ABNB in late trade
2023-10-20 15:46:12, $GOOGL ,Analysts weigh in on GOOGL ahead of macro data
2023-03-01 07:30:20, $MSFT ,Sector rotation lifts MSFT in late trade
2023-08-16T16:01:33,UBER,"Traders debate valuation for UBER into quarter-end
( wire )"
09-Feb-2025 11:26,AAPL,AAPL options implied volatility elevated
2024-07-17 07:46:37, $CRM ,Funds trim exposure to CRM after sector read-across
2024-11-17 06:28:37,$TSLA / $AAPL,TSLA moves on headline cross-asset flows
2023-05-14 12:42:13,$AMZN,AMZN options implied volatility elevated
2024-07-29T10:37:25,crm ,Analysts weigh in on CRM ahead of macro data
2024-04-28 08:56:47, $AAPL ,Analysts weigh in on AAPL ahead of macro data
10/28/2024 04:37 PM,$MSFT / $UBER,MSFT sees block trade interest — sources
2023-12-19 12:47:10,amzn ,AMZN active in premarket as volume spikes
2023/05/04 14:00:27,lyft ,LYFT options implied volatility elevated
2023/09/17 06:24:42, $AMZN ,"""AMZN options implied volatility elevated"""
2025-03-22 08:10:21, $AAPL ,  Funds trim exposure to AAPL after sector read-across  
01-May-2020 10:00, $META ,META sees block trade interest — sources
2023-06-07 16:54:15,$AMZN,Funds trim exposure to AMZN after sector read-across
10-Feb-2023 10:38, $TSLA ,TSLA moves on headline cross-asset flows
2023-06-22 08:27:10,$ AAPL $AAPL,Analysts weigh in on AAPL ahead of macro data
2025/02/15 12:19:01, $ABNB ,Funds trim exposure to ABNB after sector read-across
2023-02-05T10:06:50, $LYFT ,Analysts weigh in on LYFT ahead of macro data
2024-03-24T16:24:43,tsla ,TSLA active in premarket as volume spikes
2024-07-25 13:56:05,$ZZTOP,Sector rotation lifts AAPL in late trade
2020-05-01T10:00:00, $AMZN ,AMZN sees block trade interest — sources
01/30/2023 04:04 PM,crm ,CRM moves on headline cross-asset flows
2024-09-09T16:08:06,LYFT,Sector rotation lifts LYFT in late trade
12/07/2024 09:14 AM, $CRM ,CRM moves on headline cross-asset flows
"Feb 18, 2025 12:01:33",$ABNB / $ABNB,Funds trim exposure to ABNB after sector read-across
22-Jan-2024 15:39, $AMZN ,AMZN moves on headline cross-asset flows
2023-11-02 14:37:16,$TSLA,TSLA options implied volatility elevated
"May 01, 2020 10:00:00", $LYFT ,Traders debate valuation for LYFT into quarter-end
2024-04-23 16:03:22,UBER,UBER options implied volatility elevated
12/19/2023 09:59 AM,$AAPL,Sector rotation lifts AAPL in late trade
2023-01-24 10:36:39,$GOOGL / $AMZN,Funds trim exposure to GOOGL after sector read-across
2023-03-05 09:14:03, $LYFT ,Traders debate valuation for LYFT into quarter-end
2023-09-05 11:52:50,MSFT,MSFT active in premarket as volume spikes
2025-03-18T10:47:59,$ MSFT $MSFT,Funds trim exposure to MSFT after sector read-across
2024-09-04 09:35:43, $MSFT ,Funds trim exposure to MSFT after sector read-across
2023-09-23 10:50:08, $UBER ,UBER moves on headline cross-asset flows
2023-12-31T15:47:45, $LYFT ,Sector rotation lifts LYFT in late trade
2024/06/24 14:16:25,$ TSLA $TSLA,TSLA active in premarket as volume spikes
05/19/2024 12:16 PM, $ABNB ,Sector rotation lifts ABNB in late trade
2023-07-15 09:10:15,GOOGL,GOOGL options implied volatility elevated
2024-11-06 16:26:33,$CRM,CRM options implied volatility elevated
2025-02-26 12:52:57,$UBER / $AAPL,Traders debate valuation for UBER into quarter-end
02/23/2024 02:09 PM,$ MSFT $MSFT,MSFT moves on headline cross-asset flows
"Dec 14, 2024 16:51:25",ABNB,Sector rotation lifts ABNB in late trade
22-Oct-2024 13:26, $UBER ,UBER options implied volatility elevated
2023-09-12T15:14:59,AMZN,AMZN options implied volatility elevated
2024-11-28 14:45:28, $ABNB ,ABNB sees block trade interest — sources
02/19/2024 06:21 AM,$ZZTOP,Analysts weigh in on ABNB ahead of macro data
21-May-2023 11:19, $MSFT ,Analysts weigh in on MSFT ahead of macro data
2024/08/07 10:19:39, $GOOGL ,Sector rotation lifts GOOGL in late trade
2024-05-11 11:34:59,$MSFT,MSFT moves on headline cross-asset flows
2024-09-17 07:29:43,$MSFT / $TSLA,MSFT sees block trade interest — sources
12/27/2024 03:23 PM, $META ,META moves on headline cross-asset flows
11-Dec-2024 06:41,googl ,GOOGL sees block trade interest — sources
06/05/2023 09:06 AM,$UBER / $ABNB,"""UBER options implied volatility elevated"""
2023-06-01T14:16:48,$ GOOGL $GOOGL,
09/28/2023 03:26 PM,$ ABNB $ABNB,ABNB sees block trade interest — sources
"Jul 20, 2024 12:25:59",$GOOGL,Sector rotation lifts GOOGL in late trade
26-Feb-2024 11:54,$ LYFT $LYFT,Analysts weigh in on LYFT ahead of macro data
"May 24, 2024 11:13:42", $TSLA ,TSLA active in premarket as volume spikes
11/01/2023 01:26 PM,googl ,Analysts weigh in on GOOGL ahead of macro data
2024-02-16 09:51:45,uber ,UBER options implied volatility elevated
2024-08-07 12:11:42,googl ,Analysts weigh in on GOOGL ahead of macro data
2024-08-20 11:25:30, $META ,META sees block trade interest — sources
2024-12-31T11:38:58, $LYFT ,LYFT moves on headline cross-asset flows
"Sep 15, 2023 11:38:58", $AAPL ,Analysts weigh in on AAPL ahead of macro data
2024-10-16 12:57:27, $MSFT ,Traders debate valuation for MSFT into quarter-end
05/01/2020 10:00 AM, $META ,Traders debate valuation for META into quarter-end
2023-03-06 12:19:25, $LYFT ,  LYFT options implied volatility elevated  
2024-06-04 15:53:27,amzn ,AMZN options implied volatility elevated
2025/01/18 12:46:53,$UBER,Analysts weigh in on UBER ahead of macro data
2024/12/23 11:57:34, $UBER ,Analysts weigh in on UBER ahead of macro data
2024/01/09 12:38:30,$ AAPL $AAPL,AAPL options implied volatility elevated
20-Sep-2023 09:27, $GOOGL ,GOOGL active in premarket as volume spikes
